"","Date","ID","Parameter","Value","Unit"
"2230",2012-06-28,"CEDEN-314SYN","Nitrate",3.4,"mg/l"
"2231",2012-06-28,"CEDEN-314SYN","Ammonia",0.002739,"mg/l"
"2232",2012-07-24,"CEDEN-314SYN","Total dissolved solids",900,"mg/l"
"2233",2012-07-24,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"2234",2012-07-24,"CEDEN-314SYN","Total dissolved solids",270,"mg/l"
"2235",2012-07-24,"CEDEN-314SYN","Ammonia",0.001029,"mg/l"
"2236",2012-07-24,"CEDEN-314SYN","Ammonia",0.052,"mg/l"
"2237",2012-07-25,"CEDEN-314SYN","Ammonia",0.000945,"mg/l"
"2238",2012-07-25,"CEDEN-314SYN","Ammonia",0.0693,"mg/l"
"2239",2012-08-21,"CEDEN-314SYN","Ammonia",0.002017,"mg/l"
"2240",2012-08-21,"CEDEN-314SYN","Ammonia",0.116,"mg/l"
"2241",2012-08-23,"CEDEN-314SYN","Ammonia",0.001284,"mg/l"
"2242",2012-08-23,"CEDEN-314SYN","Ammonia",0.16,"mg/l"
"2243",2012-08-23,"CEDEN-314SYN","Total dissolved solids",200,"mg/l"
"2244",2012-08-23,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"2245",2012-08-23,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"2246",2012-09-19,"CEDEN-314SYN","Ammonia",0.001367,"mg/l"
"2247",2012-09-19,"CEDEN-314SYN","Ammonia",0.0887,"mg/l"
"2248",2012-10-31,"CEDEN-314SYN","Ammonia",0.003417,"mg/l"
"2249",2012-10-31,"CEDEN-314SYN","Ammonia",0.129,"mg/l"
"2250",2012-11-27,"CEDEN-314SYN","Ammonia",0.001038,"mg/l"
"2251",2012-11-27,"CEDEN-314SYN","Ammonia",0.112,"mg/l"
"2252",2012-11-27,"CEDEN-314SYN","Ammonia",0.046,"mg/l"
"2253",2012-11-27,"CEDEN-314SYN","Total dissolved solids",81,"mg/l"
"2254",2012-11-27,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"2255",2012-11-27,"CEDEN-314SYN","Nitrate",0.84,"mg/l"
"2256",2012-11-27,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"2257",2012-12-03,"CEDEN-314SYN","Ammonia",0.0983,"mg/l"
"2258",2012-12-03,"CEDEN-314SYN","Ammonia",0.003573,"mg/l"
"2259",2012-12-17,"CEDEN-314SYN","Total dissolved solids",930,"mg/l"
"2260",2012-12-17,"CEDEN-314SYN","Total dissolved solids",980,"mg/l"
"2261",2012-12-17,"CEDEN-314SYN","Nitrate",0.838,"mg/l"
"2262",2012-12-17,"CEDEN-314SYN","Nitrate",0.76,"mg/l"
"2263",2012-12-17,"CEDEN-314SYN","Total dissolved solids",45,"mg/l"
"2264",2013-01-28,"CEDEN-314SYN","Nitrate",1.1,"mg/l"
"2265",2013-01-28,"CEDEN-314SYN","Total dissolved solids",80,"mg/l"
"2266",2013-01-28,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"2267",2013-01-28,"CEDEN-314SYN","Total dissolved solids",950,"mg/l"
"2268",2013-03-19,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"2269",2013-03-19,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"2270",2013-03-19,"CEDEN-314SYN","Nitrate",0.39,"mg/l"
"2271",2013-03-19,"CEDEN-314SYN","Total dissolved solids",89,"mg/l"
"2272",2013-03-19,"CEDEN-314SYN","Ammonia",0.041,"mg/l"
"2273",2013-03-27,"CEDEN-314SYN","Ammonia",0.002,"mg/l"
"2274",2013-03-27,"CEDEN-314SYN","Ammonia",0.089,"mg/l"
"2275",2013-03-27,"CEDEN-314SYN","Ammonia",0.002,"mg/l"
"2276",2013-03-27,"CEDEN-314SYN","Ammonia",0.089,"mg/l"
"2277",2013-04-23,"CEDEN-314SYN","Ammonia",0.137,"mg/l"
"2278",2013-04-23,"CEDEN-314SYN","Ammonia",0.002,"mg/l"
"2279",2013-05-01,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"2280",2013-05-01,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"2281",2013-05-01,"CEDEN-314SYN","Nitrate",0.064,"mg/l"
"2282",2013-05-01,"CEDEN-314SYN","Total dissolved solids",120,"mg/l"
"2283",2013-05-01,"CEDEN-314SYN","Nitrate",0.0655,"mg/l"
"2284",2013-06-19,"CEDEN-314SYN","Total dissolved solids",300,"mg/l"
"2285",2013-06-19,"CEDEN-314SYN","Nitrate",7.8,"mg/l"
"2286",2013-06-19,"CEDEN-314SYN","Total dissolved solids",2600,"mg/l"
"2287",2013-06-19,"CEDEN-314SYN","Total dissolved solids",2300,"mg/l"
"2288",2013-06-19,"CEDEN-314SYN","Ammonia",0.05,"mg/l"
"2289",2014-01-28,"CEDEN-314SYN","Ammonia",0.002,"mg/l"
"2290",2014-01-28,"CEDEN-314SYN","Ammonia",0.002,"mg/l"
"2291",2014-01-28,"CEDEN-314SYN","Ammonia",0.101,"mg/l"
"2292",2014-01-28,"CEDEN-314SYN","Ammonia",0.002,"mg/l"
"2293",2014-01-28,"CEDEN-314SYN","Ammonia",0.101,"mg/l"
"2294",2014-01-28,"CEDEN-314SYN","Ammonia",0.002,"mg/l"
"2295",2014-01-28,"CEDEN-314SYN","Ammonia",0.101,"mg/l"
"2296",2014-02-27,"CEDEN-314SYN","Total dissolved solids",92,"mg/l"
"2297",2014-02-27,"CEDEN-314SYN","Total dissolved solids",940,"mg/l"
"2298",2014-02-27,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"2299",2014-02-27,"CEDEN-314SYN","Ammonia",0.033,"mg/l"
"2300",2014-02-27,"CEDEN-314SYN","Nitrate",0.24,"mg/l"
"2301",2014-02-28,"CEDEN-314SYN","Ammonia",0.004,"mg/l"
"2302",2014-02-28,"CEDEN-314SYN","Ammonia",0.241,"mg/l"
"2303",2014-02-28,"CEDEN-314SYN","Ammonia",0.241,"mg/l"
"2304",2014-02-28,"CEDEN-314SYN","Ammonia",0.004,"mg/l"
"2305",2014-02-28,"CEDEN-314SYN","Ammonia",0.004,"mg/l"
"2306",2014-02-28,"CEDEN-314SYN","Ammonia",0.241,"mg/l"
"2307",2014-03-26,"CEDEN-314SYN","Ammonia",0.061,"mg/l"
"2308",2014-03-26,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"2309",2014-03-26,"CEDEN-314SYN","Nitrate",0.16,"mg/l"
"2310",2014-03-26,"CEDEN-314SYN","Total dissolved solids",77,"mg/l"
"2311",2014-03-26,"CEDEN-314SYN","Total dissolved solids",980,"mg/l"
"2312",2014-04-23,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"2313",2014-04-23,"CEDEN-314SYN","Nitrate",0.079,"mg/l"
"2314",2014-04-23,"CEDEN-314SYN","Total dissolved solids",97,"mg/l"
"2315",2014-04-23,"CEDEN-314SYN","Total dissolved solids",950,"mg/l"
"2316",2014-04-23,"CEDEN-314SYN","Ammonia",0.066,"mg/l"
"2317",2014-12-17,"CEDEN-314SYN","Nitrate",2.4,"mg/l"
"2318",2014-12-17,"CEDEN-314SYN","Total dissolved solids",48,"mg/l"
"2319",2014-12-17,"CEDEN-314SYN","Total dissolved solids",510,"mg/l"
"2320",2014-12-17,"CEDEN-314SYN","Ammonia",0.075,"mg/l"
"2321",2014-12-17,"CEDEN-314SYN","Total dissolved solids",560,"mg/l"
"2322",2015-01-28,"CEDEN-314SYN","Total dissolved solids",980,"mg/l"
"2323",2015-01-28,"CEDEN-314SYN","Total dissolved solids",970,"mg/l"
"2324",2015-01-28,"CEDEN-314SYN","Nitrate",0.11,"mg/l"
"2325",2015-02-25,"CEDEN-314SYN","Total dissolved solids",960,"mg/l"
"2326",2015-02-25,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"2327",2015-02-25,"CEDEN-314SYN","Total dissolved solids",70,"mg/l"
"2328",2015-02-25,"CEDEN-314SYN","Nitrate",0.13,"mg/l"
"2329",2015-06-17,"CEDEN-314SYN","Ammonia",0.9,"mg/l"
"2330",2015-06-17,"CEDEN-314SYN","Ammonia",0.015,"mg/l"
"2331",2015-06-17,"CEDEN-314SYN","Ammonia",0.019,"mg/l"
"2332",2015-06-17,"CEDEN-314SYN","Ammonia",0.025,"mg/l"
"2333",2015-06-17,"CEDEN-314SYN","Ammonia",1.2,"mg/l"
"2334",2015-06-17,"CEDEN-314SYN","Ammonia",0.6,"mg/l"
"2335",2015-06-17,"CEDEN-314SYN","Ammonia",0.016,"mg/l"
"2336",2016-03-16,"CEDEN-314SYN","Total dissolved solids",850,"mg/l"
"2337",2016-03-16,"CEDEN-314SYN","Nitrate",1.47,"mg/l"
"2338",2016-03-16,"CEDEN-314SYN","Ammonia",0.039,"mg/l"
"2339",2016-03-16,"CEDEN-314SYN","Total dissolved solids",93,"mg/l"
"2340",2016-03-16,"CEDEN-314SYN","Nitrate",1.4,"mg/l"
"2341",2016-03-16,"CEDEN-314SYN","Mercury",2.02,"ng/l"
"2342",2016-03-16,"CEDEN-314SYN","Total dissolved solids",760,"mg/l"
"2343",2016-03-29,"CEDEN-314SYN","Ammonia",0.003,"mg/l"
"2344",2016-03-29,"CEDEN-314SYN","Ammonia",0.099,"mg/l"
"2345",2016-03-29,"CEDEN-314SYN","Ammonia",0.003,"mg/l"
"2346",2016-04-20,"CEDEN-314SYN","Total dissolved solids",140,"mg/l"
"2347",2016-04-20,"CEDEN-314SYN","Ammonia",0.039,"mg/l"
"2348",2016-04-20,"CEDEN-314SYN","Total dissolved solids",1300,"mg/l"
"2349",2016-04-20,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"2350",2017-01-09,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"2351",2017-01-09,"CEDEN-314SYN","Nitrate",0.61,"mg/l"
"2352",2017-01-09,"CEDEN-314SYN","Ammonia",-0.03,"mg/l"
"2353",2017-01-09,"CEDEN-314SYN","Total dissolved solids",30,"mg/l"
"2354",2017-01-09,"CEDEN-314SYN","Total dissolved solids",190,"mg/l"
"2355",2017-01-09,"CEDEN-314SYN","Nitrate",0.695,"mg/l"
"2356",2017-02-06,"CEDEN-314SYN","Total dissolved solids",86,"mg/l"
"2357",2017-02-06,"CEDEN-314SYN","Total dissolved solids",420,"mg/l"
"2358",2017-02-06,"CEDEN-314SYN","Total dissolved solids",510,"mg/l"
"2359",2017-02-06,"CEDEN-314SYN","Nitrate",1.6,"mg/l"
"2360",2017-02-06,"CEDEN-314SYN","Nitrate",1.62,"mg/l"
"2361",2017-02-06,"CEDEN-314SYN","Ammonia",0.046,"mg/l"
"2362",2017-02-23,"CEDEN-314SYN","Ammonia",0.111,"mg/l"
"2363",2017-02-23,"CEDEN-314SYN","Ammonia",0.003,"mg/l"
"2364",2017-03-28,"CEDEN-314SYN","Ammonia",0.008,"mg/l"
"2365",2017-03-28,"CEDEN-314SYN","Ammonia",0.152,"mg/l"
"2366",2017-04-03,"CEDEN-314SYN","Nitrate",0.568,"mg/l"
"2367",2017-04-03,"CEDEN-314SYN","Ammonia",0.042,"mg/l"
"2368",2017-04-03,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"2369",2017-04-03,"CEDEN-314SYN","Nitrate",0.54,"mg/l"
"2370",2017-04-03,"CEDEN-314SYN","Total dissolved solids",810,"mg/l"
"2371",2017-04-03,"CEDEN-314SYN","Total dissolved solids",250,"mg/l"
"2372",2017-04-25,"CEDEN-314SYN","Ammonia",0.059,"mg/l"
"2373",2017-04-25,"CEDEN-314SYN","Ammonia",0.222,"mg/l"
"2374",2017-07-10,"CEDEN-314SYN","Ammonia",0.4,"mg/l"
"2375",2017-07-10,"CEDEN-314SYN","Ammonia",0.006,"mg/l"
"2376",2017-10-25,"CEDEN-314SYN","Ammonia",0.001,"mg/l"
"2377",2017-10-25,"CEDEN-314SYN","Ammonia",0.059,"mg/l"
"2378",2018-01-09,"CEDEN-314SYN","Total dissolved solids",210,"mg/l"
"2379",2018-01-09,"CEDEN-314SYN","Nitrate",0.989,"mg/l"
"2380",2018-01-09,"CEDEN-314SYN","Total dissolved solids",76,"mg/l"
"2381",2018-01-09,"CEDEN-314SYN","Total dissolved solids",290,"mg/l"
"2382",2018-01-09,"CEDEN-314SYN","Ammonia",0.031,"mg/l"
"2383",2018-01-09,"CEDEN-314SYN","Nitrate",1,"mg/l"
"2384",2018-01-10,"CEDEN-314SYN","Ammonia",0.085,"mg/l"
"2385",2018-01-10,"CEDEN-314SYN","Ammonia",0.006,"mg/l"
"2386",2018-01-10,"CEDEN-314SYN","Ammonia",0.074,"mg/l"
"2387",2018-02-06,"CEDEN-314SYN","Nitrate",0.678,"mg/l"
"2388",2018-02-06,"CEDEN-314SYN","Total dissolved solids",2500,"mg/l"
"2389",2018-02-06,"CEDEN-314SYN","Nitrate",0.84,"mg/l"
"2390",2018-02-06,"CEDEN-314SYN","Total dissolved solids",2100,"mg/l"
"2391",2018-02-06,"CEDEN-314SYN","Total dissolved solids",380,"mg/l"
"2392",2018-02-06,"CEDEN-314SYN","Ammonia",0.035,"mg/l"
"2393",2018-02-20,"CEDEN-314SYN","Ammonia",5e-04,"mg/l"
"2394",2018-02-20,"CEDEN-314SYN","Ammonia",0.057,"mg/l"
"2395",2018-03-06,"CEDEN-314SYN","Total dissolved solids",930,"mg/l"
"2396",2018-03-06,"CEDEN-314SYN","Nitrate",0.824,"mg/l"
"2397",2018-03-06,"CEDEN-314SYN","Total dissolved solids",92,"mg/l"
"2398",2018-03-06,"CEDEN-314SYN","Ammonia",0.11,"mg/l"
"2399",2018-03-06,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"2400",2018-03-06,"CEDEN-314SYN","Nitrate",0.8,"mg/l"
"2401",2018-03-30,"CEDEN-314SYN","Ammonia",4e-04,"mg/l"
"2402",2018-03-30,"CEDEN-314SYN","Ammonia",0.0447,"mg/l"
"2403",2018-04-10,"CEDEN-314SYN","Nitrate",0.032,"mg/l"
"2404",2018-04-10,"CEDEN-314SYN","Total dissolved solids",890,"mg/l"
"2405",2018-04-10,"CEDEN-314SYN","Total dissolved solids",94,"mg/l"
"2406",2018-04-10,"CEDEN-314SYN","Ammonia",0.054,"mg/l"
"2407",2018-04-10,"CEDEN-314SYN","Nitrate",-0.017,"mg/l"
"2408",2018-04-10,"CEDEN-314SYN","Total dissolved solids",790,"mg/l"
"2409",2018-04-18,"CEDEN-314SYN","Ammonia",0.0021,"mg/l"
"2410",2018-04-18,"CEDEN-314SYN","Ammonia",0.0334,"mg/l"
"2411",2018-05-01,"CEDEN-314SYN","Nitrate",9.93,"mg/l"
"2412",2018-05-01,"CEDEN-314SYN","Total dissolved solids",450,"mg/l"
"2413",2018-05-01,"CEDEN-314SYN","Total dissolved solids",2900,"mg/l"
"2414",2018-05-01,"CEDEN-314SYN","Nitrate",10,"mg/l"
"2415",2018-05-01,"CEDEN-314SYN","Ammonia",-0.03,"mg/l"
"2416",2018-05-01,"CEDEN-314SYN","Total dissolved solids",2400,"mg/l"
"2417",2018-05-23,"CEDEN-314SYN","Ammonia",9e-04,"mg/l"
"2418",2018-05-23,"CEDEN-314SYN","Ammonia",0.0386,"mg/l"
"2419",2018-06-05,"CEDEN-314SYN","Total dissolved solids",2500,"mg/l"
"2420",2018-06-05,"CEDEN-314SYN","Total dissolved solids",1900,"mg/l"
"2421",2018-06-05,"CEDEN-314SYN","Ammonia",-0.03,"mg/l"
"2422",2018-06-05,"CEDEN-314SYN","Total dissolved solids",510,"mg/l"
"2423",2018-06-05,"CEDEN-314SYN","Nitrate",5.61,"mg/l"
"2424",2018-06-05,"CEDEN-314SYN","Nitrate",5.7,"mg/l"
"2425",2018-06-11,"CEDEN-314SYN","Ammonia",0.038,"mg/l"
"2426",2018-06-11,"CEDEN-314SYN","Ammonia",0.01,"mg/l"
"2427",2018-06-11,"CEDEN-314SYN","Ammonia",0.4,"mg/l"
"2428",2018-06-11,"CEDEN-314SYN","Ammonia",1.6,"mg/l"
"2429",2018-06-11,"CEDEN-314SYN","Ammonia",1.2,"mg/l"
"2430",2018-06-11,"CEDEN-314SYN","Ammonia",0.043,"mg/l"
"2431",2018-06-21,"CEDEN-314SYN","Ammonia",0.0895,"mg/l"
"2432",2018-06-21,"CEDEN-314SYN","Ammonia",0.0054,"mg/l"
"2433",2018-07-03,"CEDEN-314SYN","Total dissolved solids",1800,"mg/l"
"2434",2018-07-03,"CEDEN-314SYN","Nitrate",-0.034,"mg/l"
"2435",2018-07-03,"CEDEN-314SYN","Total dissolved solids",2000,"mg/l"
"2436",2018-07-03,"CEDEN-314SYN","Nitrate",-0.034,"mg/l"
"2437",2018-07-03,"CEDEN-314SYN","Total dissolved solids",210,"mg/l"
"2438",2018-07-03,"CEDEN-314SYN","Ammonia",-0.03,"mg/l"
"2439",2018-07-24,"CEDEN-314SYN","Ammonia",0.0252,"mg/l"
"2440",2018-07-24,"CEDEN-314SYN","Ammonia",0.0017,"mg/l"
"2441",2018-11-30,"CEDEN-314SYN","Ammonia",1e-04,"mg/l"
"2442",2018-11-30,"CEDEN-314SYN","Ammonia",0.0075,"mg/l"
"2443",2019-01-16,"CEDEN-314SYN","Ammonia",1e-04,"mg/l"
"2444",2019-01-16,"CEDEN-314SYN","Ammonia",0.0223,"mg/l"
"2445",2019-02-25,"CEDEN-314SYN","Ammonia",8e-04,"mg/l"
"2446",2019-02-25,"CEDEN-314SYN","Ammonia",0.0195,"mg/l"
"2447",2019-03-25,"CEDEN-314SYN","Ammonia",0.0317,"mg/l"
"2448",2019-03-25,"CEDEN-314SYN","Ammonia",0.0024,"mg/l"
"2449",2019-04-29,"CEDEN-314SYN","Ammonia",0.0341,"mg/l"
"2450",2019-04-29,"CEDEN-314SYN","Ammonia",0.0026,"mg/l"
"2451",2019-05-22,"CEDEN-314SYN","Ammonia",0.0339,"mg/l"
"2452",2019-05-22,"CEDEN-314SYN","Ammonia",0.0023,"mg/l"
"2453",2019-06-26,"CEDEN-314SYN","Ammonia",0.0478,"mg/l"
"2454",2019-06-26,"CEDEN-314SYN","Ammonia",5e-04,"mg/l"
"2455",2001-01-18,"CEDEN-314SYP","Nitrate",0.019325834,"mg/l"
"2456",2001-01-18,"CEDEN-314SYP","Total dissolved solids",620,"mg/l"
"2457",2001-01-18,"CEDEN-314SYP","Total dissolved solids",770,"mg/l"
"2458",2001-01-18,"CEDEN-314SYP","Total dissolved solids",150,"mg/l"
"2459",2001-02-12,"CEDEN-314SYP","Ammonia",0.004982,"mg/l"
"2460",2001-02-12,"CEDEN-314SYP","Total dissolved solids",398,"mg/l"
"2461",2001-02-12,"CEDEN-314SYP","Total dissolved solids",100,"mg/l"
"2462",2001-02-12,"CEDEN-314SYP","Total dissolved solids",498,"mg/l"
"2463",2001-02-12,"CEDEN-314SYP","Nitrate",0.02471909,"mg/l"
"2464",2001-02-12,"CEDEN-314SYP","Ammonia",0.41,"mg/l"
"2465",2001-03-06,"CEDEN-314SYP","Ammonia",0.001134,"mg/l"
"2466",2001-03-06,"CEDEN-314SYP","Total dissolved solids",64,"mg/l"
"2467",2001-03-06,"CEDEN-314SYP","Nitrate",0.2471909,"mg/l"
"2468",2001-03-06,"CEDEN-314SYP","Ammonia",0.082,"mg/l"
"2469",2001-03-06,"CEDEN-314SYP","Total dissolved solids",270,"mg/l"
"2470",2001-03-06,"CEDEN-314SYP","Total dissolved solids",334,"mg/l"
"2471",2001-04-03,"CEDEN-314SYP","Total dissolved solids",93,"mg/l"
"2472",2001-04-03,"CEDEN-314SYP","Total dissolved solids",703,"mg/l"
"2473",2001-04-03,"CEDEN-314SYP","Total dissolved solids",610,"mg/l"
"2474",2001-05-09,"CEDEN-314SYP","Total dissolved solids",110,"mg/l"
"2475",2001-05-09,"CEDEN-314SYP","Total dissolved solids",667,"mg/l"
"2476",2001-05-09,"CEDEN-314SYP","Total dissolved solids",777,"mg/l"
"2477",2001-06-06,"CEDEN-314SYP","Total dissolved solids",663,"mg/l"
"2478",2001-06-06,"CEDEN-314SYP","Total dissolved solids",783,"mg/l"
"2479",2001-06-06,"CEDEN-314SYP","Total dissolved solids",120,"mg/l"
"2480",2001-06-06,"CEDEN-314SYP","Ammonia",0.041,"mg/l"
"2481",2001-06-06,"CEDEN-314SYP","Ammonia",0.001471,"mg/l"
"2482",2001-07-10,"CEDEN-314SYP","Total dissolved solids",160,"mg/l"
"2483",2001-07-10,"CEDEN-314SYP","Total dissolved solids",727,"mg/l"
"2484",2001-07-10,"CEDEN-314SYP","Total dissolved solids",887,"mg/l"
"2485",2001-08-08,"CEDEN-314SYP","Total dissolved solids",750,"mg/l"
"2486",2001-08-08,"CEDEN-314SYP","Total dissolved solids",920,"mg/l"
"2487",2001-08-08,"CEDEN-314SYP","Total dissolved solids",170,"mg/l"
"2488",2001-08-08,"CEDEN-314SYP","Ammonia",0.02,"mg/l"
"2489",2001-08-08,"CEDEN-314SYP","Ammonia",0.000502,"mg/l"
"2490",2001-09-06,"CEDEN-314SYP","Total dissolved solids",747,"mg/l"
"2491",2001-09-06,"CEDEN-314SYP","Total dissolved solids",160,"mg/l"
"2492",2001-09-06,"CEDEN-314SYP","Total dissolved solids",907,"mg/l"
"2493",2001-10-03,"CEDEN-314SYP","Total dissolved solids",935,"mg/l"
"2494",2001-10-03,"CEDEN-314SYP","Total dissolved solids",160,"mg/l"
"2495",2001-10-03,"CEDEN-314SYP","Total dissolved solids",775,"mg/l"
"2496",2001-10-03,"CEDEN-314SYP","Ammonia",0.02,"mg/l"
"2497",2001-11-07,"CEDEN-314SYP","Ammonia",0.00029,"mg/l"
"2498",2001-11-07,"CEDEN-314SYP","Ammonia",0.02,"mg/l"
"2499",2001-11-07,"CEDEN-314SYP","Total dissolved solids",960,"mg/l"
"2500",2001-11-07,"CEDEN-314SYP","Total dissolved solids",800,"mg/l"
"2501",2001-11-07,"CEDEN-314SYP","Total dissolved solids",160,"mg/l"
"2502",2001-12-10,"CEDEN-314SYP","Total dissolved solids",950,"mg/l"
"2503",2001-12-10,"CEDEN-314SYP","Total dissolved solids",160,"mg/l"
"2504",2001-12-10,"CEDEN-314SYP","Total dissolved solids",790,"mg/l"
"2505",2001-12-10,"CEDEN-314SYP","Ammonia",0.04,"mg/l"
"2506",2001-12-10,"CEDEN-314SYP","Ammonia",0.003,"mg/l"
"2507",2001-12-10,"CEDEN-314SYP","Ammonia",0.04,"mg/l"
"2508",2001-12-10,"CEDEN-314SYP","Ammonia",0.003,"mg/l"
"2509",2002-01-07,"CEDEN-314SYP","Total dissolved solids",760,"mg/l"
"2510",2002-01-07,"CEDEN-314SYP","Total dissolved solids",160,"mg/l"
"2511",2002-01-07,"CEDEN-314SYP","Total dissolved solids",920,"mg/l"
"2512",2002-02-11,"CEDEN-314SYP","Total dissolved solids",795,"mg/l"
"2513",2002-02-11,"CEDEN-314SYP","Ammonia",0.03,"mg/l"
"2514",2002-02-11,"CEDEN-314SYP","Total dissolved solids",180,"mg/l"
"2515",2002-02-11,"CEDEN-314SYP","Total dissolved solids",975,"mg/l"
"2516",2002-02-11,"CEDEN-314SYP","Ammonia",0.000197,"mg/l"
"2517",2002-03-11,"CEDEN-314SYP","Ammonia",0.000135,"mg/l"
"2518",2002-03-11,"CEDEN-314SYP","Total dissolved solids",950,"mg/l"
"2519",2002-03-11,"CEDEN-314SYP","Total dissolved solids",180,"mg/l"
"2520",2002-03-11,"CEDEN-314SYP","Ammonia",0.02,"mg/l"
"2521",2002-03-11,"CEDEN-314SYP","Total dissolved solids",770,"mg/l"
"2522",2002-03-17,"CEDEN-314SYP","Total dissolved solids",965,"mg/l"
"2523",2002-03-17,"CEDEN-314SYP","Total dissolved solids",200,"mg/l"
"2524",2002-03-17,"CEDEN-314SYP","Ammonia",0.05,"mg/l"
"2525",2002-03-17,"CEDEN-314SYP","Total dissolved solids",765,"mg/l"
"2526",2002-03-17,"CEDEN-314SYP","Ammonia",0.00032,"mg/l"
"2527",2002-03-17,"CEDEN-314SYP","Ammonia",0.004,"mg/l"
"2528",2002-03-17,"CEDEN-314SYP","Ammonia",0.09,"mg/l"
"2529",2002-03-17,"CEDEN-314SYP","Ammonia",0.004,"mg/l"
"2530",2002-03-17,"CEDEN-314SYP","Ammonia",0.09,"mg/l"
"2531",2008-01-31,"CEDEN-314SYP","Total dissolved solids",510,"mg/l"
"2532",2008-01-31,"CEDEN-314SYP","Total dissolved solids",400,"mg/l"
"2533",2008-01-31,"CEDEN-314SYP","Total dissolved solids",110,"mg/l"
"2534",2008-01-31,"CEDEN-314SYP","Ammonia",0.25,"mg/l"
"2535",2008-01-31,"CEDEN-314SYP","Nitrate",1.1,"mg/l"
"2536",2008-01-31,"CEDEN-314SYP","Ammonia",0.004399,"mg/l"
"2537",2008-02-25,"CEDEN-314SYP","Ammonia",0.001026,"mg/l"
"2538",2008-02-25,"CEDEN-314SYP","Ammonia",0.03,"mg/l"
"2539",2008-02-25,"CEDEN-314SYP","Total dissolved solids",610,"mg/l"
"2540",2008-02-25,"CEDEN-314SYP","Nitrate",0.57,"mg/l"
"2541",2008-02-25,"CEDEN-314SYP","Total dissolved solids",750,"mg/l"
"2542",2008-02-25,"CEDEN-314SYP","Total dissolved solids",140,"mg/l"
"2543",2008-03-24,"CEDEN-314SYP","Total dissolved solids",590,"mg/l"
"2544",2008-03-24,"CEDEN-314SYP","Total dissolved solids",170,"mg/l"
"2545",2008-03-24,"CEDEN-314SYP","Total dissolved solids",760,"mg/l"
"2546",2008-03-24,"CEDEN-314SYP","Nitrate",0.027,"mg/l"
"2547",2008-03-24,"CEDEN-314SYP","Ammonia",0.039,"mg/l"
"2548",2008-03-24,"CEDEN-314SYP","Ammonia",0.001475,"mg/l"
"2549",2008-04-21,"CEDEN-314SYP","Total dissolved solids",640,"mg/l"
"2550",2008-04-21,"CEDEN-314SYP","Total dissolved solids",220,"mg/l"
"2551",2008-04-21,"CEDEN-314SYP","Total dissolved solids",860,"mg/l"
"2552",2008-05-21,"CEDEN-314SYP","Total dissolved solids",940,"mg/l"
"2553",2008-05-21,"CEDEN-314SYP","Total dissolved solids",670,"mg/l"
"2554",2008-05-21,"CEDEN-314SYP","Total dissolved solids",280,"mg/l"
"2555",2008-06-16,"CEDEN-314SYP","Total dissolved solids",880,"mg/l"
"2556",2008-06-16,"CEDEN-314SYP","Total dissolved solids",220,"mg/l"
"2557",2008-06-16,"CEDEN-314SYP","Total dissolved solids",660,"mg/l"
"2558",2008-07-21,"CEDEN-314SYP","Total dissolved solids",200,"mg/l"
"2559",2008-07-21,"CEDEN-314SYP","Total dissolved solids",960,"mg/l"
"2560",2008-07-21,"CEDEN-314SYP","Total dissolved solids",760,"mg/l"
"2561",2008-08-18,"CEDEN-314SYP","Total dissolved solids",820,"mg/l"
"2562",2008-08-18,"CEDEN-314SYP","Total dissolved solids",140,"mg/l"
"2563",2008-08-18,"CEDEN-314SYP","Total dissolved solids",960,"mg/l"
"2564",2008-08-27,"CEDEN-314SYP","Ammonia",0,"mg/l"
"2565",2008-08-27,"CEDEN-314SYP","Ammonia",0,"mg/l"
"2566",2008-09-22,"CEDEN-314SYP","Total dissolved solids",760,"mg/l"
"2567",2008-09-22,"CEDEN-314SYP","Total dissolved solids",950,"mg/l"
"2568",2008-09-22,"CEDEN-314SYP","Total dissolved solids",190,"mg/l"
"2569",2008-10-21,"CEDEN-314SYP","Total dissolved solids",760,"mg/l"
"2570",2008-10-21,"CEDEN-314SYP","Total dissolved solids",960,"mg/l"
"2571",2008-10-21,"CEDEN-314SYP","Total dissolved solids",200,"mg/l"
"2572",2008-11-11,"CEDEN-314SYP","Total dissolved solids",960,"mg/l"
